1/1/06 0:00,0
1/2/06 0:00,21.6
1/3/06 0:00,0
1/4/06 0:00,0
1/5/06 0:00,0
1/6/06 0:00,0
1/7/06 0:00,0
1/8/06 0:00,0
1/9/06 0:00,0
1/10/06 0:00,0
1/11/06 0:00,0.8
1/12/06 0:00,0
1/13/06 0:00,0.3
1/14/06 0:00,0
1/15/06 0:00,0
1/16/06 0:00,0
1/17/06 0:00,0
1/18/06 0:00,0
1/19/06 0:00,0
1/20/06 0:00,3.6
1/21/06 0:00,0
1/22/06 0:00,0
1/23/06 0:00,0
1/24/06 0:00,0
1/25/06 0:00,0
1/26/06 0:00,0
1/27/06 0:00,0
1/28/06 0:00,25.4
1/29/06 0:00,7.6
1/30/06 0:00,0
1/31/06 0:00,0
2/1/06 0:00,0
2/2/06 0:00,2.3
2/3/06 0:00,0
2/4/06 0:00,0
2/5/06 0:00,0
2/6/06 0:00,0
2/7/06 0:00,0
2/8/06 0:00,0
2/9/06 0:00,0.3
2/10/06 0:00,0
2/11/06 0:00,0
2/12/06 0:00,0
2/13/06 0:00,0
2/14/06 0:00,0
2/15/06 0:00,0
2/16/06 0:00,9.7
2/17/06 0:00,0
2/18/06 0:00,0
2/19/06 0:00,0
2/20/06 0:00,0
2/21/06 0:00,0
2/22/06 0:00,0
2/23/06 0:00,0
2/24/06 0:00,0
2/25/06 0:00,0
2/26/06 0:00,0
2/27/06 0:00,0
2/28/06 0:00,0
3/1/06 0:00,0
3/2/06 0:00,0
3/3/06 0:00,0
3/4/06 0:00,0
3/5/06 0:00,19
3/6/06 0:00,0
3/7/06 0:00,7.1
3/8/06 0:00,5.8
3/9/06 0:00,0
3/10/06 0:00,0
3/11/06 0:00,0
3/12/06 0:00,31.7
3/13/06 0:00,2.3
3/14/06 0:00,0
3/15/06 0:00,0
3/16/06 0:00,0.5
3/17/06 0:00,0
3/18/06 0:00,0
3/19/06 0:00,0
3/20/06 0:00,0
3/21/06 0:00,2
3/22/06 0:00,0
3/23/06 0:00,0
3/24/06 0:00,0
3/25/06 0:00,0
3/26/06 0:00,0
3/27/06 0:00,10.4
3/28/06 0:00,0
3/29/06 0:00,0
3/30/06 0:00,13.5
3/31/06 0:00,0
4/1/06 0:00,0
4/2/06 0:00,14.5
4/3/06 0:00,2.3
4/4/06 0:00,0
4/5/06 0:00,8.1
4/6/06 0:00,18.5
4/7/06 0:00,0.5
4/8/06 0:00,0
4/9/06 0:00,0
4/10/06 0:00,0
4/11/06 0:00,1
4/12/06 0:00,0
4/13/06 0:00,4.3
4/14/06 0:00,0
4/15/06 0:00,7.4
4/16/06 0:00,5.6
4/17/06 0:00,0
4/18/06 0:00,0
4/19/06 0:00,0
4/20/06 0:00,0
4/21/06 0:00,0
4/22/06 0:00,0.5
4/23/06 0:00,0
4/24/06 0:00,0
4/25/06 0:00,5.1
4/26/06 0:00,0
4/27/06 0:00,0
4/28/06 0:00,0
4/29/06 0:00,16.3
4/30/06 0:00,9.4
5/1/06 0:00,0.5
5/2/06 0:00,0
5/3/06 0:00,1
5/4/06 0:00,0
5/5/06 0:00,0
5/6/06 0:00,0
5/7/06 0:00,0
5/8/06 0:00,0
5/9/06 0:00,17
5/10/06 0:00,0.3
5/11/06 0:00,0
5/12/06 0:00,5.1
5/13/06 0:00,0.3
5/14/06 0:00,4.3
5/15/06 0:00,1.8
5/16/06 0:00,2.5
5/17/06 0:00,0
5/18/06 0:00,0
5/19/06 0:00,0.3
5/20/06 0:00,0
5/21/06 0:00,0
5/22/06 0:00,0
5/23/06 0:00,0
5/24/06 0:00,3
5/25/06 0:00,2.5
5/26/06 0:00,0
5/27/06 0:00,0
5/28/06 0:00,0
5/29/06 0:00,0
5/30/06 0:00,1.8
5/31/06 0:00,0.3
6/1/06 0:00,0
6/2/06 0:00,0
6/3/06 0:00,1
6/4/06 0:00,0
6/5/06 0:00,0
6/6/06 0:00,39.6
6/7/06 0:00,0
6/8/06 0:00,0
6/9/06 0:00,0.3
6/10/06 0:00,6.1
6/11/06 0:00,0
6/12/06 0:00,0
6/13/06 0:00,0
6/14/06 0:00,8.6
6/15/06 0:00,0
6/16/06 0:00,0
6/17/06 0:00,0.5
6/18/06 0:00,22.6
6/19/06 0:00,0
6/20/06 0:00,2.5
6/21/06 0:00,13.7
6/22/06 0:00,7.1
6/23/06 0:00,0.3
6/24/06 0:00,24.1
6/25/06 0:00,4.8
6/26/06 0:00,1
6/27/06 0:00,0.3
6/28/06 0:00,0
6/29/06 0:00,0
6/30/06 0:00,6.9
7/1/06 0:00,0
7/2/06 0:00,0
7/3/06 0:00,9.1
7/4/06 0:00,0
7/5/06 0:00,0
7/6/06 0:00,0
7/7/06 0:00,0
7/8/06 0:00,0
7/9/06 0:00,0
7/10/06 0:00,0
7/11/06 0:00,5.8
7/12/06 0:00,0
7/13/06 0:00,6.3
7/14/06 0:00,0
7/15/06 0:00,0
7/16/06 0:00,0
7/17/06 0:00,0
7/18/06 0:00,0
7/19/06 0:00,0
7/20/06 0:00,0
7/21/06 0:00,8.4
7/22/06 0:00,0.3
7/23/06 0:00,0
7/24/06 0:00,2.3
7/25/06 0:00,9.4
7/26/06 0:00,11.7
7/27/06 0:00,1.3
7/28/06 0:00,0
7/29/06 0:00,0
7/30/06 0:00,0
7/31/06 0:00,0
8/1/06 0:00,0
8/2/06 0:00,0
8/3/06 0:00,10.4
8/4/06 0:00,0
8/5/06 0:00,0
8/6/06 0:00,5.6
8/7/06 0:00,0
8/8/06 0:00,0
8/9/06 0:00,23.1
8/10/06 0:00,12.4
8/11/06 0:00,0
8/12/06 0:00,0
8/13/06 0:00,3.6
8/14/06 0:00,0
8/15/06 0:00,0
8/16/06 0:00,0
8/17/06 0:00,10.4
8/18/06 0:00,10.7
8/19/06 0:00,0
8/20/06 0:00,0
8/21/06 0:00,0
8/22/06 0:00,0
8/23/06 0:00,0
8/24/06 0:00,0
8/25/06 0:00,0
8/26/06 0:00,22.4
8/27/06 0:00,0
8/28/06 0:00,20.3
8/29/06 0:00,0
8/30/06 0:00,0.3
8/31/06 0:00,0
9/1/06 0:00,0
9/2/06 0:00,0
9/3/06 0:00,6.6
9/4/06 0:00,3.6
9/5/06 0:00,0.3
9/6/06 0:00,0
9/7/06 0:00,0
9/8/06 0:00,0
9/9/06 0:00,3.6
9/10/06 0:00,6.3
9/11/06 0:00,5.6
9/12/06 0:00,0.8
9/13/06 0:00,0
9/14/06 0:00,0.3
9/15/06 0:00,0.3
9/16/06 0:00,0
9/17/06 0:00,3.6
9/18/06 0:00,0
9/19/06 0:00,0
9/20/06 0:00,0
9/21/06 0:00,1.3
9/22/06 0:00,1.8
9/23/06 0:00,1
9/24/06 0:00,0
9/25/06 0:00,0
9/26/06 0:00,0
9/27/06 0:00,0
9/28/06 0:00,0
9/29/06 0:00,0
9/30/06 0:00,0
10/1/06 0:00,0
10/2/06 0:00,0
10/3/06 0:00,0
10/4/06 0:00,0
10/5/06 0:00,0
10/6/06 0:00,0
10/7/06 0:00,0
10/8/06 0:00,0
10/9/06 0:00,0
10/10/06 0:00,3.8
10/11/06 0:00,1.5
10/12/06 0:00,0
10/13/06 0:00,0
10/14/06 0:00,0
10/15/06 0:00,1.8
10/16/06 0:00,9.4
10/17/06 0:00,5.3
10/18/06 0:00,2.5
10/19/06 0:00,0
10/20/06 0:00,0
10/21/06 0:00,12.2
10/22/06 0:00,0
10/23/06 0:00,0
10/24/06 0:00,0
10/25/06 0:00,0
10/26/06 0:00,15.2
10/27/06 0:00,0
10/28/06 0:00,0
10/29/06 0:00,0
10/30/06 0:00,0
10/31/06 0:00,0
11/1/06 0:00,0
11/2/06 0:00,0
11/3/06 0:00,0
11/4/06 0:00,0.5
11/5/06 0:00,0
11/6/06 0:00,0
11/7/06 0:00,0
11/8/06 0:00,0
11/9/06 0:00,0
11/10/06 0:00,22.6
11/11/06 0:00,0
11/12/06 0:00,0
